country,state,style,name,brewery
United States,Missouri,American Amber / Red Ale,Drop Kick Ale,Weston Brewing Company & O'Malley's Pub
United States,Michigan,American Wild Ale,Perseguidor (Batch 5),Jolly Pumpkin Artisan Ales
United States,Delaware,Scotch Ale / Wee Heavy,Scotch Ale,Fordham Brewing Company
United States,Ohio,Scottish Ale,Columbus Scottish Ale,Columbus Brewing Company
United States,Washington,American Porter,Hale's Troll Porter,Hale's Ales Brewery & Pub
United States,Florida,American Barleywine,Moosekiller Barley Wine Style Ale,Tampa Bay Brewing Co.
United States,Pennsylvania,American Pale Ale (APA),Pocono Pale Ale,"Lion Brewery, Inc."
United States,Wisconsin,American Pale Ale (APA),Old Glory American Pale Ale,Great Dane Pub & Brewing Company (Downtown)
United States,Michigan,Fruit / Vegetable Beer,Bell's Raspberry Ale,"Bell's Brewery, Inc."
United States,Washington,American Pale Ale (APA),Pale Ale,"Pyramid Breweries, Inc."
United States,Pennsylvania,Dubbel,Stoudt's Abbey Double Ale,Stoudts Brewing Co.
United States,Rhode Island,American Pale Ale (APA),Derivative: Citra,Proclamation Ale Company
United States,Vermont,American Pale Lager,Von Trapp India Pale Lager,von Trapp Brewing
United States,Kansas,American IPA,Thrasher Session India Pale Ale,Defiance Brewing Co.
United States,California,American Pale Ale (APA),Anchor Zymaster Series No. 6: Saaremaa Island Ale,Anchor Brewing Company
United States,California,American IPA,Churchill's Pale,Bear Republic Brewing Co.
United States,Pennsylvania,American IPA,Scratch Beer 161 - 2014 (Fresh Hop Ale),Tröegs Brewing Company
United States,Missouri,American Strong Ale,Jack Rose,Perennial Artisan Ales
United States,Florida,American Pale Ale (APA),Wiregrass Post-Prohibition Ale,Cigar City Brewing
United States,Illinois,American Pale Ale (APA),Ghost Bike Pale Ale,Spiteful Brewing
United States,North Carolina,American IPA,House Of Clay,Raleigh Brewing Company
United States,Minnesota,Dubbel,Summit Belgian Style Abbey Ale,Summit Brewing Company
United States,Tennessee,Rye Beer,Rompo Red Rye Ale,Jackalope Brewing Company
United States,Maryland,American Strong Ale,Bourbon Barrel Dark Ale (Winter Migration) 2012,Evolution Craft Brewing Company
United States,California,American Strong Ale,Arrogant Bastard Ale - Double Dry Hopped,Arrogant Brewing
United States,Wisconsin,English India Pale Ale (IPA),Long Weekend India Pale Ale,Big Bay Brewing Co.
United States,Maryland,American Double / Imperial IPA,Pale Ryeder,Burley Oak Brewery
United States,Illinois,American IPA,Anna Belle's IPA,Galena Brewing Company
United States,North Carolina,Old Ale,Auld Asheville Vintage Ale,Highland Brewing
United States,California,Scotch Ale / Wee Heavy,Maltopia Double Scotch Ale,Hermitage Brewing
United States,California,American Pale Ale (APA),Schooner Fresh Hop Ale,Ballast Point Brewing Company
United States,Connecticut,Scotch Ale / Wee Heavy,Ten Penny Ale Reserve,The Olde Burnside Brewing Company
United States,Colorado,American Strong Ale,Odell Extra Special Red Ale,Odell Brewing Company
United States,California,American Blonde Ale,Celts Golden Ale,Moylan's Brewery
United States,Oregon,American Pale Ale (APA),Klickitat Pale Ale,Alameda Brewhouse
United States,Michigan,Berliner Weissbier,Queen Of Tarts,Odd Side Ales
United States,California,American Pale Ale (APA),12th Anniversary Dry-Hopped American Sour Pale,Green Flash Brewing Co.
United States,Vermont,American Amber / Red Ale,McNeill's Ruby Ale,McNeill's Brewery
United States,New York,American IPA,Bine Climber Session IPA,Keegan Ales
United States,Colorado,Hefeweizen,Whitewater Wheat Ale,Great Divide Brewing Company
United States,New York,American IPA,Ration Type:  Supper - Columbus Single Varietal Ale,Southern Tier Brewing Company
United States,Washington,American Double / Imperial Pilsner,India Pale Lager,"Pyramid Breweries, Inc."
United States,Maryland,Irish Red Ale,Red Headed Step Child,Tall Tales Brewing
United States,Massachusetts,Fruit / Vegetable Beer,Watermelon Ale,Boston Beer Works - Canal Street
United States,Wisconsin,Fruit / Vegetable Beer,25th Anniversary Belgian-Style Apricot Ale,"Lakefront Brewery, Inc."
United States,Texas,American Pale Lager,Lobo Texas Lager,Pedernales Brewing Company
United States,California,American Double / Imperial IPA,TBA Showers,Noble Ale Works
United States,Minnesota,American Pale Ale (APA),17-7 Pale Ale,Castle Danger Brewery
United States,Massachusetts,American Strong Ale,Grampus Hoppy Golden Double Mash,Pretty Things Beer & Ale Project
United States,Oregon,American Wild Ale,La Tache (Rum Barrel Aged W/ Peaches),The Ale Apothecary
United States,Tennessee,Gose,Summer Wheat Ale,Yazoo Brewing Company
United States,North Carolina,American Brown Ale,KA-BAR Brown Ale,Railhouse Brewery
United States,New York,American Barleywine,Domination Ale,Horseheads Brewing Inc.
United States,Virginia,American Pale Wheat Ale,Wheat Ale,AleWerks Brewing Company
United States,Louisiana,American Brown Ale,Christmas Ale 2010,Abita Brewing Co.
United States,Alabama,Tripel,Miss Fancy's Tripel,Avondale Brewing Co.
United States,Connecticut,American Brown Ale,1687 Brown Ale,Charter Oak Brewing Co.
United States,California,Saison / Farmhouse Ale,Wild Sierra Mountain Farmhouse Ale,Mammoth Brewing Company
United States,Wisconsin,American IPA,No Wake India Pale Ale,Geneva Lake Brewing Company
United States,California,American Pale Ale (APA),Roscoe's Hop House Pale Ale,World Brews
United States,Michigan,Irish Red Ale,Frankenmuth Red Sky Ale,Frankenmuth Brewery
United States,New York,American Brown Ale,Brown Ale,Captain Lawrence Brewing Co.
United States,Texas,American Barleywine,Kraken (French Oak Aged Sisyphus),Real Ale Brewing Company
United States,Pennsylvania,Kölsch,Kölsch Ale,Victory Brewing Company - Downingtown
United States,California,American IPA,Pyramid Thunderhead IPA,Walnut Creek Alehouse (Pyramid)
United States,Ohio,Witbier,Wit Ale,Rivertown Brewing Co.
United States,Ohio,Russian Imperial Stout,Barley's Alexander's Russian Imperial Stout,Barley's Brewing Company
United States,Wisconsin,American Pale Ale (APA),Pale Ale,Minhas Craft Brewery
United States,Illinois,Russian Imperial Stout,Malevolence,Spiteful Brewing
United States,Massachusetts,English Brown Ale,Ipswich Nut Brown Ale,Ipswich Ale Brewery
United States,California,Czech Pilsener,Pistol Whip'd,Noble Ale Works
United States,Colorado,Old Ale,Woodcut No. 1 - Oak Aged Ale,Odell Brewing Company
United States,Minnesota,Cream Ale,Castle Cream Ale,Castle Danger Brewery
United States,Oregon,American Pale Ale (APA),Mosaic Pale Ale,pFriem Family Brewers
United States,Virginia,American IPA,Olde Richmond Batch No. 11 India Pale Ale,Olde Richmond Beer Company
United States,New York,English Brown Ale,Nut Brown Ale,Shmaltz Brewing Company
United States,Michigan,American Pale Ale (APA),November Gale Pale Ale,Keweenaw Brewing Company
United States,Colorado,Belgian Strong Pale Ale,Old Soul Strong Belgian Golden Ale,Crazy Mountain Brewing Company
United States,California,American Wild Ale,Daliesque,Oceanside Ale Works
United States,Maryland,English India Pale Ale (IPA),Draft Punk,Pratt Street Ale House
United States,Indiana,American Amber / Red Ale,Ro Shampo Imperial Red Ale,Figure 8 Brewing
United States,Michigan,Belgian Strong Pale Ale,Kuhnhenn Duvil In Ms Jones Ale,Kuhnhenn Brewing Company
United States,West Virginia,American IPA,Zack Morgan's Pale Ale,Morgantown Brewing Company
United States,Colorado,American Wild Ale,Bottleworks 10th Anniversary Wild Ale,New Belgium Brewing
United States,California,American Blonde Ale,Strawberry Blonde Ale,Buffalo Bill's Brewery
United States,Massachusetts,Belgian Pale Ale,Patriarch,Idle Hands Craft Ales
United States,California,English Pale Ale,Barrel Trolley Pale Ale,World Brews
United States,Oregon,Cream Ale,Nuptiale Cream Ale,Ninkasi Brewing Company
United States,Virginia,Irish Red Ale,Reilly's Red Ale,Devils Backbone Brewing Company
United States,Indiana,American IPA,Hare Trigger India Pale Ale,Big Woods Brewing Co. / Quaff On! Brewing Company
United States,Texas,American Amber / Red Ale,Freetail Ale,Freetail Brewing Company
United States,South Carolina,Dunkelweizen,Buckwheat After Dark (BAD) Ale,RJ Rockers Brewing Company
United States,California,Flanders Oud Bruin,1 Door Flemish Style Sour Ale,Hermitage Brewing
United States,Texas,American Pale Ale (APA),(512) Pale,(512) Brewing Company
United States,New York,Belgian Dark Ale,Ale 2009,Brewery Ommegang
United States,California,Chile Beer,Chili Pepper Ale,Six Rivers Brewery
United States,Oregon,American IPA,Hop Henge India Pale Ale,Deschutes Brewery
United States,California,Belgian Strong Pale Ale,Stone 07.07.07 Vertical Epic Ale (Red Wine Barrel Aged),Stone Brewing
United States,Ohio,Winter Warmer,Blitzen Holiday Ale,Maumee Bay Brewing Company
United States,Michigan,Pumpkin Ale,Kuhnhenn All Hallows Ale,Kuhnhenn Brewing Company
United States,Virginia,American Amber / Red Ale,Fred Red Ale,Blue & Gray Brewing Co.
United States,Rhode Island,American Wild Ale,Harper I (w/Apricots),Proclamation Ale Company
United States,Maryland,American Double / Imperial IPA,ChopDank,RAR Brewing (Realerevival)
United States,Michigan,American Brown Ale,How Now Brown Cow Brown Ale,Odd Side Ales
United States,California,Saison / Farmhouse Ale,Another Alliteration,Sante Adairius Rustic Ales
United States,Pennsylvania,Pumpkin Ale,Pumpkin Ale,Selin's Grove Brewing Company
United States,Maryland,Saison / Farmhouse Ale,Extra Dry,Stillwater Artisanal Ales
United States,Missouri,American Amber / Red Ale,Tornado Alley Amber Ale,Charleville Vineyard Microbrewery
United States,Colorado,American Pale Ale (APA),Standing Wave Pale Ale,Kannah Creek Brewing Company
United States,Delaware,Bock,Zwaanend'ale,Dogfish Head Craft Brewery
United States,Oregon,Scottish Ale,Scottish Ale,Fearless Brewing Company
United States,New York,Fruit / Vegetable Beer,Brown's Cherry Raspberry Ale,Brown's Brewing Company
United States,Kansas,American Amber / Red Ale,Flying Monkey Amber Ale,Flying Monkey Brewing Company
United States,Maryland,Winter Warmer,Brewer's Art St. Festivus Holiday Ale,The Brewer's Art
United States,Maine,Belgian Pale Ale,Allagash Summer Ale,Allagash Brewing Company
United States,Pennsylvania,American Double / Imperial IPA,Turbo Nerd XIPA,Sole Artisan Ales
United States,Kansas,American Wild Ale,Half Pipe Tart Pale Ale,Tallgrass Brewing Company
United States,Washington,Belgian Strong Pale Ale,Spring Fever Belgian Style Grand Cru Ale,Snoqualmie Falls Brewing Company & Taproom
United States,Maine,Belgian Pale Ale,Allagash Speciale Reserve,Allagash Brewing Company
United States,California,American Pale Ale (APA),Dobis Pale Ale,Cellarmaker Brewing Co.
United States,Oregon,Hefeweizen,MoM Hefeweizen W/ Rose Petals,Rogue Ales
United States,North Carolina,Belgian Strong Pale Ale,Hell Yes Maam,Raleigh Brewing Company
United States,North Carolina,Belgian Pale Ale,Newlin's Original Belgian Oatmeal Pale,Haw River Farmhouse Ales
United States,South Carolina,American Pale Ale (APA),Slanted Porch Pale Ale,Holy City Brewing
United States,Maryland,Belgian Strong Dark Ale,Folklore - The Tale Of Van Winkle,Stillwater Artisanal Ales
United States,Michigan,Saison / Farmhouse Ale,Los Vivos Y Los Muertos,Jolly Pumpkin Artisan Ales
United States,California,Saison / Farmhouse Ale,Nonna's Blend #5,Sante Adairius Rustic Ales
United States,Colorado,American Pale Ale (APA),River Runners Pale Ale,Eddyline Restaurant & Brewery
United States,California,American Wild Ale,Cask Cherry,Sante Adairius Rustic Ales
United States,Massachusetts,American Double / Imperial IPA,Island Reserve: Double India Pale Ale,Cisco Brewers Inc.
United States,Illinois,Scottish Ale,Tale Of The Shony,Church Street Brewing Company
United States,Pennsylvania,Scottish Ale,Maxwell's Scottish Ale,Rivertowne Pourhouse
United States,California,Witbier,Golden State Of Mind,Ale Industries
United States,Texas,American Pale Ale (APA),Brewers' Cut Signature Hop Pale Ale,Real Ale Brewing Company
United States,California,American Brown Ale,Gillespie Brown Ale,Twisted Manzanita Ales
United States,California,American Amber / Red Ale,Bombay Rouge,Third Street Aleworks
United States,Oregon,American Barleywine,Highway To Ale Barleywine,Beer Valley Brewing Co.
United States,California,American Amber / Red Ale,R.J. King Wingwalker Amber Ale,World Brews
United States,North Carolina,American IPA,Ram's Head India Pale Ale,Top of the Hill Restaurant and Brewery
United States,Illinois,Irish Red Ale,Trinity Red Ale,Goose Island Beer Co.
United States,Wisconsin,American Pale Ale (APA),Pearl Street Pale Ale,Pearl Street Brewery
United States,Massachusetts,American Double / Imperial IPA,Cutie Pie,Pretty Things Beer & Ale Project
United States,Minnesota,Old Ale,Rosie's Old Ale,Barley John's Brew Pub
United States,Missouri,American Black Ale,Tasting Room Series: Black Pale Ale,Boulevard Brewing Co.
United States,Maine,Witbier,Allagash 10th Anniversary Ale,Allagash Brewing Company
United States,Minnesota,English Pale Mild Ale,Union Series:  3X Mild Ale,Summit Brewing Company
United States,Virginia,American Pale Lager,East West India Style Pale Lager,Devils Backbone Brewing Company
United States,Colorado,American Blonde Ale,5:00 O'Clock Afternoon Ale,Renegade Brewing Company
United States,Tennessee,Pumpkin Ale,Pumpkin Ale,Blackstone Restaurant & Brewery
United States,Pennsylvania,American IPA,Scratch Beer 78 - 2012 (Fresh Hop Ale),Tröegs Brewing Company
United States,New York,American Pale Wheat Ale,Saranac Harvest Ale,Matt Brewing Company / Saranac Brewery
United States,Montana,American Double / Imperial Stout,Bottleworks XI Anniversary Ale,Big Sky Brewing Company
United States,Massachusetts,English India Pale Ale (IPA),Saint Of Circumstance India Pale Ale,Berkshire Brewing Company Inc.
United States,California,American Strong Ale,Mission St. Anniversary Ale 2014,Steinhaus Brewing Co.
United States,Michigan,American Strong Ale,Bell's Eccentric Ale 2008 (Released 2009),"Bell's Brewery, Inc."
United States,California,American IPA,IPA,Santa Cruz Ale Works
United States,Vermont,Irish Red Ale,Odd Notion - Irish Red Ale (Spring 2008),Magic Hat Brewing Company
United States,New York,Belgian Strong Dark Ale,Christmas Ale,The Defiant Brewing Company
United States,Pennsylvania,Saison / Farmhouse Ale,Two Front Teeth Holiday Ale,Spring House Brewing Company
United States,New York,American Pale Ale (APA),Brown's Pale Ale,Brown's Brewing Company
United States,Pennsylvania,English Brown Ale,Antler Brown Ale,Barley Creek Brewing Company
United States,California,American IPA,HopTime Harvest Ale,Russian River Brewing Company
United States,Oregon,American Pale Ale (APA),Riding Solo Single Hop Pale Ale - Comet,10 Barrel Brewing Co.
United States,Maryland,American Pale Ale (APA),Pulp,RAR Brewing (Realerevival)
United States,Wisconsin,American Amber / Red Ale,Famous Red Ale,Minhas Craft Brewery
United States,Massachusetts,Belgian Strong Dark Ale,Trappist Holiday Ale,The Spencer Brewery
United States,Oregon,American Porter,MacTarnahan's Winter Humbug'r Ale,Portland Brewing Company
United States,Colorado,Herbed / Spiced Beer,Blue Moon Chai Spiced Ale,Coors Brewing Company
United States,Missouri,American Blonde Ale,Blonde Ale,Boulevard Brewing Co.
United States,Texas,American Amber / Red Ale,Red King,Real Ale Brewing Company
United States,New York,Saison / Farmhouse Ale,Field 2 Farmhouse Ale,Third Rail Beer
United States,Vermont,Herbed / Spiced Beer,Art Hop Ale (A South End Special),Magic Hat Brewing Company
United States,Ohio,American Pale Ale (APA),Mosaic Pale Ale,Rhinegeist Brewery
United States,Pennsylvania,Fruit / Vegetable Beer,Schweet Ale,Liquid Hero Brewery
United States,New York,American Blonde Ale,Sea Salt Ale,Fire Island Beer Company
United States,Massachusetts,American Double / Imperial IPA,There's No Place Like There,Pretty Things Beer & Ale Project
United States,Oregon,Belgian IPA,Pale Death,Double Mountain Brewery & Taproom
United States,New York,American Black Ale,On The Black Pale Ale,The Bronx Brewery
United States,Idaho,American Barleywine,2012 Coming Home Holiday Ale,Grand Teton Brewing Co.
United States,Texas,American Blonde Ale,Texas Honey Ale,Guadalupe Brewing Co.
United States,California,English Brown Ale,Barrel Trolley Nut Brown Ale,World Brews
United States,New York,American Blonde Ale,Summer Ale,Greenport Harbor Brewing Company
United States,Missouri,Belgian Strong Dark Ale,B.D.S. Belgian-Style Dark Ale,O'Fallon Brewery
United States,Florida,Scotch Ale / Wee Heavy,Big Sound Scotch Ale - Rum Barrel Aged,Cigar City Brewing
United States,New York,American Amber / Red Ale,Amber Ale,Roscoe's Hop House
United States,California,American Porter,AleSmith Robust Porter,AleSmith Brewing Company
United States,Colorado,American Black Ale,Cara De Luna Black Ale,Crazy Mountain Brewing Company
United States,California,American IPA,Jacaranda IPA,Claremont Craft Ales
United States,Missouri,Belgian Dark Ale,Belgian-Style Abbey Ale,Cathedral Square Brewery
United States,Massachusetts,American Double / Imperial IPA,Double Pale Ale,Boston Beer Works - Canal Street
United States,California,American Double / Imperial Stout,Ale Of The 2 TUN,Hermitage Brewing
United States,Washington,American Pale Wheat Ale,Crystal Wheat Ale,"Pyramid Breweries, Inc."
United States,Michigan,Fruit / Vegetable Beer,Short's Smoked Apple Ale,Short's Brewing Company
United States,Ohio,American Amber / Red Ale,Rat Tail Ale,Cellar Rats Brewery
United States,Maine,Scottish Ale,Bold Coast Pemaquid Ale,Sheepscot Valley Brewing Company
United States,Florida,English Brown Ale,Ybor Gold Brown Ale,Florida Beer Company
United States,Washington,American Amber / Red Ale,Pike Pale Heirloom Amber Ale,The Pike Brewing Company
United States,Ohio,American Pale Ale (APA),PSA* *Proper Session Ale,MadTree Brewing
United States,Illinois,Russian Imperial Stout,Vlad The Impaler Russian Imperial Stout,Hailstorm Brewing Co.
United States,Maryland,American IPA,HYDE,RAR Brewing (Realerevival)
United States,Rhode Island,American Double / Imperial IPA,The Stalk,Proclamation Ale Company
United States,Oklahoma,American Wild Ale,Coolship Truck,Prairie Artisan Ales
United States,Missouri,Belgian Strong Dark Ale,Fete De Noel,Perennial Artisan Ales
United States,California,Winter Warmer,Our Special Ale 2001 (Anchor Christmas Ale),Anchor Brewing Company
United States,Pennsylvania,Fruit / Vegetable Beer,Schuylkill Punch (Raspberry Ale),Manayunk Brewery and Restaurant
United States,Colorado,American Amber / Red Ale,Twisted Pine Amber Ale,Twisted Pine Brewing Company
United States,Michigan,American Wild Ale,Hamajang,Jolly Pumpkin Artisan Ales
United States,Rhode Island,American Pale Ale (APA),Narragansett Big Mamie Indestructible Pale Ale,Narragansett Brewing Co.
United States,Rhode Island,American Pale Ale (APA),Revival Burnsider Pale Ale,Revival Brewing Co.
United States,California,Saison / Farmhouse Ale,Nonna's Blend #8,Sante Adairius Rustic Ales
United States,California,American Brown Ale,Anchor Argonaut Collection: Anchor Barrel Ale,Anchor Brewing Company
United States,New Hampshire,American Porter,RVP (Robust Vanilla Porter),Great North Aleworks
United States,Rhode Island,American IPA,Town Beach India Pale Ale,Narragansett Brewing Co.
United States,Michigan,American Brown Ale,Hotbox Brown Ale,Perrin Brewery
United States,Missouri,Saison / Farmhouse Ale,Meriwether,Perennial Artisan Ales
United States,South Carolina,Old Ale,Raver's Extra Ripe Old Ale,Westbrook Brewing Co.
United States,New York,Saison / Farmhouse Ale,Evil Twin Classique Imperiale,Evil Twin Brewing
United States,Ohio,American Brown Ale,Coffee Brown Ale,Mt. Carmel Brewing Company
United States,Missouri,Quadrupel (Quad),4 Happiness,Perennial Artisan Ales
United States,California,American Double / Imperial IPA,Sorachi Ace Showers,Noble Ale Works
United States,Ohio,American Pale Ale (APA),Wet Hopped Trail Head Pale Ale,Fat Head's Brewery & Saloon
United States,Vermont,Cream Ale,Strawberry Whale Cake,Burlington Beer Co.
United States,Oregon,Winter Warmer,Barrel Aged Ale Brrrbon '13,Widmer Brothers Brewing Company
United States,Michigan,Saison / Farmhouse Ale,Ain't No Sunshine When Saison,Odd Side Ales
United States,Texas,Scotch Ale / Wee Heavy,Scotch Ale,Guadalupe Brewing Co.
United States,New York,American Blonde Ale,Saranac Session Ale,Matt Brewing Company / Saranac Brewery
United States,North Carolina,English Brown Ale,Cottonwood Low Down Brown Ale,Foothills Brewing Company - Downtown Brewpub
United States,California,Belgian Strong Dark Ale,Alesmith Grand Cru Barrel Aged,AleSmith Brewing Company
United States,California,Rye Beer,Winter (Rye) Ale,Kern River Brewing Company
United States,Michigan,Winter Warmer,3 Scrooges Winter Ale,Griffin Claw Brewing Company
United States,Texas,Flanders Red Ale,Small Batch Series No. 6: Flanders Red Ale,Ranger Creek Brewing & Distilling
United States,California,American Amber / Red Ale,Rocco Red Ale,Bootlegger's Brewery
United States,Massachusetts,American IPA,Hop Harvest,Ipswich Ale Brewery
United States,New Jersey,American Pale Ale (APA),Hudson Pale Ale,New Jersey Beer Company
United States,Virginia,American Blonde Ale,Green Can Gold Ale,O'Connor Brewing Co.
United States,Florida,American Amber / Red Ale,1901 Red Ale,Bold City Brewery
United States,Oregon,Belgian Pale Ale,W'09 Belgian Style Ale,Widmer Brothers Brewing Company
United States,California,American Amber / Red Ale,Cable Car Small Batch Amber Ale,World Brews
United States,Indiana,American Barleywine,Big Bourbon Series Discombobulation Celebration Ale,Shoreline Brewery And Restaurant
United States,California,American IPA,India Pale Ale,Santa Cruz Mountain Brewing
United States,Maryland,American Wild Ale,The Devil Is People,Stillwater Artisanal Ales
United States,California,Kölsch,Drake's Blonde Ale,Drake's Brewing Co.
United States,Pennsylvania,Scotch Ale / Wee Heavy,Scotch Ale,Weyerbacher Brewing Co.
United States,Minnesota,Pumpkin Ale,Mummy Train Pumpkin Ale,Flat Earth Brewing Company
United States,Michigan,English Brown Ale,Motor City Brewing Nut Brown Ale,Motor City Brewing Works
United States,North Carolina,American IPA,India Pale Ale,The LAB (Lexington Avenue Brewery)
United States,Oklahoma,Hefeweizen,Elevator Wheat,Coop Ale Works
United States,Washington,American Pale Ale (APA),Totem Pale,Black Raven Brewing Co.
United States,Massachusetts,American Pale Ale (APA),Seven Hills Session Ale,Wormtown Brewery
United States,Massachusetts,Extra Special / Strong Bitter (ESB),Farmington River Mahogany Ale,Ipswich Ale Brewery
United States,Montana,Tripel,Buckin' Monk Tripel Ale,Big Sky Brewing Company
United States,Michigan,American Pale Ale (APA),UPA (Upper Peninsula Ale),Upper Hand Brewery
United States,West Virginia,American Pale Ale (APA),Wild Trail Pale Ale,Greenbrier Valley Brewing Co
United States,Connecticut,Witbier,Penny Weiz Ale,The Olde Burnside Brewing Company
United States,Delaware,American Blonde Ale,Responders Ale,16 Mile Brewing Company
United States,Maryland,American Double / Imperial IPA,Reaper ,RAR Brewing (Realerevival)
United States,California,Cream Ale,Foam Top Cream Ale,Beachwood BBQ & Brewing
United States,Michigan,American Stout,Peanut Butter Cup Stout,Odd Side Ales
United States,Minnesota,American Pale Ale (APA),Surly / Lervig 1349 Pale Ale,Surly Brewing Company
United States,California,American IPA,Citra-Simcoe Centennial Ale,Lengthwise Brewing Company
United States,Michigan,Scotch Ale / Wee Heavy,Arcadia Bourbon Barrel Aged Loch-Up Scotch Ale,Arcadia Brewing Company
United States,Iowa,American Double / Imperial IPA,Royale 41,Peace Tree Brewing Co.
United States,Virginia,American IPA,Shorty Time,AleWerks Brewing Company
United States,Michigan,American IPA,I. P. Eh! India Pale Ale,Latitude 42 Brewing Company
United States,California,American IPA,The Messenger,Noble Ale Works
United States,Michigan,Witbier,Kamikaze Kaleidoscope,Dark Horse Brewing Company
United States,Oregon,Extra Special / Strong Bitter (ESB),Renewale - 2013 Extra Special Bitter,Ninkasi Brewing Company
United States,Massachusetts,Saison / Farmhouse Ale,413 Farmhouse Ale,Big Elm Brewing
United States,Texas,Altbier,Brewers' Cut Altbier,Real Ale Brewing Company
United States,New Hampshire,American Amber / Red Ale,Winni Ale,603 Brewery
United States,California,American Pale Ale (APA),Ales For ALS,Russian River Brewing Company
United States,Maryland,Irish Red Ale,Heavy Seas - Aarsh Imperial Red Ale,Heavy Seas Beer
United States,Michigan,Quadrupel (Quad),Hubris Anniversary Ale,Brewery Vivant
United States,Texas,American Barleywine,Saint Arnold 20th Anniversary Ale,Saint Arnold Brewing Company
United States,Missouri,American IPA,Homefront IPA,Perennial Artisan Ales
United States,Oregon,American Porter,Renewale - 2012 Porter,Ninkasi Brewing Company
United States,Washington,Witbier,Kirkland Signature Belgian White,Kirkland Signature / Costco Wholesale Corporation
United States,Indiana,Belgian IPA,Naughty Girl Blonde India Pale Ale,New Albanian Brewing Company - Pizzeria and Public House
United States,Minnesota,American Blonde Ale,Finnegans Blonde Ale,Finnegans Inc.
United States,Oregon,American Wild Ale,Belmont Station 14th Anniversary Ale,Upright Brewing Company
United States,Georgia,American Pale Ale (APA),Cotton Tail Pale Ale,Red Hare Brewing Company
United States,California,Flanders Red Ale,24th Anniversary Flanders-Style Ale,Karl Strauss Brewing Company
United States,California,American Pale Ale (APA),Break Away Pale Ale,Noble Ale Works
United States,Florida,American Pale Wheat Ale,Criterium Ale (2012),Cigar City Brewing
United States,Louisiana,American Pale Wheat Ale,7th Street Wheat,New Orleans Lager & Ale Brewing Company (NOLA)
United States,California,American Pale Ale (APA),Uncle Jesse's,Ale Industries
United States,Virginia,American Amber / Red Ale,Murphy's Law Amber Ale,Smartmouth Brewing Company
United States,New York,English Pale Ale,Schooner Ale,Port Jeff Brewing Company
United States,Vermont,American Pale Ale (APA),Vermont Local Hop Harvest Ale,Lawson's Finest Liquids
United States,Virginia,American Pale Ale (APA),Defender American Pale Ale,Mad Fox Brewing Company
United States,Maryland,Saison / Farmhouse Ale,Cellar Door - Red Wine Barrel Aged,Stillwater Artisanal Ales
United States,California,Belgian Strong Pale Ale,Stone 10.10.10 Vertical Epic Ale With French Oak,Stone Brewing
United States,Washington,American Black Ale,Men's Room Black Imperial Ale,Elysian Brewing Company
United States,California,American Strong Ale,Mission St. Anniversary Ale 2011,Steinhaus Brewing Co.
United States,California,American Double / Imperial IPA,Nobility,Noble Ale Works
United States,Maryland,American Strong Ale,Bourbon Barrel Dark Ale (Winter Migration) 2010-2011,Evolution Craft Brewing Company
United States,California,American Double / Imperial IPA,Ale Of The IMP,Hermitage Brewing
United States,California,English Brown Ale,Nut Brown - Bourbon Barrel Aged,AleSmith Brewing Company
United States,Missouri,Chile Beer,Li'L Lucy's Hot Pepper Ale,Weston Brewing Company & O'Malley's Pub
United States,Maine,Scotch Ale / Wee Heavy,Geary's Wee Heavy Scottish Ale,D.L. Geary Brewing Company
United States,Oregon,American Strong Ale,Brewer's Ale 2008,Rogue Ales
United States,North Carolina,Scotch Ale / Wee Heavy,Wee Heavy-est Belgian Scotch Ale,French Broad Brewing Co.
United States,California,Belgian Pale Ale,Black Diamond Free Style Belgian Blonde Ale,Black Diamond Brewing Co.
United States,Wisconsin,Fruit / Vegetable Beer,Cranberry Special Ale,Sand Creek Brewing Company
United States,Maryland,American Brown Ale,Oliver's 3 Lions Ale,Pratt Street Ale House
United States,California,Tripel,Bison Organic Belgian Ale,Bison Brewing
United States,California,American Amber / Red Ale,Hoppy Face Amber Ale,Hoppy Brewing Co.
United States,Texas,Saison / Farmhouse Ale,Greenbelt Farmhouse Ale,Armadillo Ale Works
United States,Oregon,American Amber / Red Ale,Ropewalk Amber Ale,BridgePort Brewing Co. / Brewpub
United States,California,American Amber / Red Ale,Homework Series # 1 - Hoppy Red Ale,Ballast Point Brewing Company
United States,Virginia,Tripel,Twenty Knots Belgian Style Tripel Ale,AleWerks Brewing Company
United States,Oregon,Saison / Farmhouse Ale,Fresh Hop Seizoen,Logsdon Farmhouse Ales
United States,California,American Wild Ale,Symposium Sour Brown Ale,Russian River Brewing Company
United States,Illinois,American Pale Ale (APA),Full Frontal Pale Ale,Piece Brewery & Pizzeria
United States,Washington,Hefeweizen,Kirkland Signature Hefeweizen,Kirkland Signature / Costco Wholesale Corporation
United States,Michigan,Scottish Ale,Olde Ore Dock Scottish Ale,Keweenaw Brewing Company
United States,Maine,Fruit / Vegetable Beer,True Blue Blueberry Ale,Bar Harbor Brewing Company
United States,California,Old Ale,AleSmith Decadence 2010 English Style Old Ale Barrel Aged,AleSmith Brewing Company
United States,Wisconsin,American Pale Ale (APA),Berkshire Springs Stock Ale,Minhas Craft Brewery
United States,Washington,Kölsch,Hale's Kölsch,Hale's Ales Brewery & Pub
